title,price,location,url,description
Lumion Pro 11 LICENCE Software Lifetime Licence,"KSh 10,000","Nairobi, Embakasi",https://jiji.co.ke/embakasi/computer-software/lumion-pro-11-licence-software-lifetime-licence-cYFZ54CxiKOfOTPijI5eNOht.html?page=17&pos=24&cur_pos=24&ads_per_page=24&ads_count=263478&lid=aM_adZCltcFmHXqv&indexPosition=23,"Verified IDKSh 10,000Lumion Pro 11 LICENCE Software Lifetime LicenceLumion is the world’s fastest 3D rendering software for architects. In seconds, you can visualize...WindowsNairobi, Embakasi"
"Lumion is the world’s fastest 3D rendering software for architects. In seconds, you can visualize...WindowsNairobi, Embakasi",,"Nairobi, Embakasi",,"Lumion is the world’s fastest 3D rendering software for architects. In seconds, you can visualize...WindowsNairobi, Embakasi"
"Lumion is the world’s fastest 3D rendering software for architects. In seconds, you can visualize...",,,,"Lumion is the world’s fastest 3D rendering software for architects. In seconds, you can visualize..."
VEGAS Pro 17 Edit - Professional Video And Audio Editing,KSh 550,"Nairobi, Embakasi",https://jiji.co.ke/embakasi/computer-software/vegas-pro-17-edit-professional-video-and-audio-editing-cRnORljjvLe87XeaiaqpDlIN.html?page=18&pos=1&cur_pos=1&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=0,"Sort by:SortVerified IDKSh 550VEGAS Pro 17 Edit - Professional Video And Audio EditingVegas pro 17 edit: unlimited possibilities for video editing
access professional tools for...WindowsNairobi, Embak"
Vegas pro 17 edit: unlimited possibilities for video editing,,"Nairobi, Embakasi",,"Vegas pro 17 edit: unlimited possibilities for video editing
access professional tools for...WindowsNairobi, Embakasi"
Ps5 Plus With Two Controllers.,"KSh 57,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/video-games-and-consoles/ps5-plus-with-two-controllers-hEDdJE56M6hTjdZrujhuPSB8.html?page=18&pos=4&cur_pos=4&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=3,"KSh 57,999Ps5 Plus With Two Controllers.Ps5 plus with high speed working capacity.UsedNairobi, Nairobi Central"
"KSh 57,999","KSh 57,999",,,"KSh 57,999"
"Ps5 plus with high speed working capacity.UsedNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Ps5 plus with high speed working capacity.UsedNairobi, Nairobi Central"
Ps5 plus with high speed working capacity.,,,,Ps5 plus with high speed working capacity.
Logitech Pebble M350 Wireless Mouse,"KSh 3,200","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/logitech-pebble-m350-wireless-mouse-viFyNiR6dJ1kO1GmkNIw2vw.html?page=18&pos=7&cur_pos=7&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=6,"KSh 3,200Logitech Pebble M350 Wireless MouseBrand new 
high quality mouse 
durableBrand NewNairobi, Nairobi Central"
Coloursoft HP 130A Toner Cartridge,"KSh 10,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/coloursoft-hp-130a-toner-cartridge-kllvt652ScbTWziMln8XhND9.html?page=18&pos=10&cur_pos=10&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=9,"Verified IDKSh 10,500Coloursoft HP 130A Toner CartridgePage yield (black) 1,300 pages
compatible printers
hp color laserjet pro mfp m177fw
hp color...Nairobi, Nairobi Central"
"Page yield (black) 1,300 pages",,"Nairobi, Nairobi Central",,"Page yield (black) 1,300 pages
compatible printers
hp color laserjet pro mfp m177fw
hp color...Nairobi, Nairobi Central"
Razer Lancehead Mouse Tournament Edition,"KSh 1,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/razer-lancehead-mouse-tournament-edition-7EZp28o4ix3d7Ksaiy5gGvRs.html?page=18&pos=13&cur_pos=13&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=12,"KSh 1,500Razer Lancehead Mouse Tournament EditionIt is premier 5G optical sensorBrand NewNairobi, Nairobi Central"
"It is premier 5G optical sensorBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"It is premier 5G optical sensorBrand NewNairobi, Nairobi Central"
It is premier 5G optical sensor,,,,It is premier 5G optical sensor
"M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (Pair)","KSh 33,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/audio-and-music-equipment/m-audio-bx8-d2-130w-8-two-way-active-studio-monitor-pair-z3BRnhgBOU27n1BOWN870LmB.html?page=18&pos=16&cur_pos=16&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=15,"KSh 33,000M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (Pair)M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (pair )Brand NewNairobi, Nairobi Central"
"M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (pair )Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (pair )Brand NewNairobi, Nairobi Central"
"M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (pair )",,,,"M-Audio BX8 D2 130W 8"" Two-Way Active Studio Monitor (pair )"
15inch Premier Lound Midrange Speakers 2000watts,"KSh 20,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/audio-and-music-equipment/15inch-premier-lound-midrange-speakers-2000watts-Bb5gFAp8FpYiYp3TXGL5Ut5W.html?page=18&pos=19&cur_pos=19&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=18,"KSh 20,00015inch Premier Lound Midrange Speakers 2000wattsFeatures 
premier midrange lound speakers. 
 high output spl and...Brand NewNairobi, Nairobi Central"
Brand New Kyocera Ecosys M2040dn Photocopier Printer Scanner Machine,"KSh 60,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/printers-and-scanners/brand-new-kyocera-ecosys-m2040dn-photocopier-printer-scanner-machine-Cwiu345J5C46mL5nPxlVeOa8.html?page=18&pos=22&cur_pos=22&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=21,"KSh 60,000Brand New Kyocera Ecosys M2040dn Photocopier Printer Scanner MachineBrand new kyocera ecosys m2040dn photocopier printer scanner machineNewNairobi, Nairobi Central"
"Brand new kyocera ecosys m2040dn photocopier printer scanner machineNewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Brand new kyocera ecosys m2040dn photocopier printer scanner machineNewNairobi, Nairobi Central"
Hp Compaq Mini 110 Keyboard,"KSh 1,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/hp-compaq-mini-110-keyboard-2PXlNKKCTICwBnvdFjyvg6y2.html?page=18&pos=2&cur_pos=2&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=1,"KSh 1,499Hp Compaq Mini 110 KeyboardHp compaq mini 110 keyboardBrand NewNairobi, Nairobi Central"
"Hp compaq mini 110 keyboardBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Hp compaq mini 110 keyboardBrand NewNairobi, Nairobi Central"
Lenovo Ideapad-320 Original Keyboard,"KSh 1,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/lenovo-ideapad-320-original-keyboard-acHNuzO3u6Ecz9ihiIzjFnj9.html?page=18&pos=5&cur_pos=5&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=4,"KSh 1,800Lenovo Ideapad-320 Original KeyboardLenovo ideapad-320 original keyboardBrand NewNairobi, Nairobi Central"
"Lenovo ideapad-320 original keyboardBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Lenovo ideapad-320 original keyboardBrand NewNairobi, Nairobi Central"
Laptop / Desktop M.2 Pcie Nvme 256gb Ssd Lexar Nm620,"KSh 2,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-hardware/laptop-desktop-m-2-pcie-nvme-256gb-ssd-lexar-nm620-pFTtpmTbEL6fSdr4x43ohlWx.html?page=18&pos=8&cur_pos=8&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=7,"KSh 2,800Laptop / Desktop M.2 Pcie Nvme 256gb Ssd Lexar Nm620Brand new 
original 
high speed ssdBrand NewNairobi, Nairobi Central"
Konica Minolta Bizhub C220,"KSh 85,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/printers-and-scanners/konica-minolta-bizhub-c220-dG3diNNsSfVHHfeRVHQKq7sd.html?page=18&pos=11&cur_pos=11&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=10,"Verified IDKSh 85,000Konica Minolta Bizhub C22022 pages per minute
maximum paper size a3
print resolution of 1200dpi
duplex(2 sided...Laser PrinterRefurbishedNairobi, Nairobi Central"
22 pages per minute,,"Nairobi, Nairobi Central",,"22 pages per minute
maximum paper size a3
print resolution of 1200dpi
duplex(2 sided...Laser PrinterRefurbishedNairobi, Nairobi Central"
Hp Backlit Gaming Keyboard With Cable,"KSh 1,200","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/hp-backlit-gaming-keyboard-with-cable-dQWFkekV9i459gHpq5zhhCtR.html?page=18&pos=14&cur_pos=14&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=13,"KSh 1,200Hp Backlit Gaming Keyboard With CableIt is hp gaming back-lit keyboard that is back-litBrand NewNairobi, Nairobi Central"
"It is hp gaming back-lit keyboard that is back-litBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"It is hp gaming back-lit keyboard that is back-litBrand NewNairobi, Nairobi Central"
It is hp gaming back-lit keyboard that is back-lit,,,,It is hp gaming back-lit keyboard that is back-lit
Rj45 Splitters,KSh 250,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/rj45-splitters-5RhzwfjReXybuoevJ6rDxNPr.html?page=18&pos=17&cur_pos=17&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=16,"KSh 250Rj45 SplittersRj45 splitters availableNairobi, Nairobi Central"
KSh 250,KSh 250,,,KSh 250
"Rj45 splitters availableNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Rj45 splitters availableNairobi, Nairobi Central"
Rj45 splitters available,,,,Rj45 splitters available
Printer Chargers,"KSh 1,300","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/printer-chargers-mMxIlO9rAhH7ncliERlTaUxh.html?page=18&pos=20&cur_pos=20&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=19,"KSh 1,300Printer ChargersAll types of hp printer chargers available. Both purple and Grey pin.
22 volts
30 volts
32 volts...Nairobi, Nairobi Central"
All types of hp printer chargers available. Both purple and Grey pin.,,"Nairobi, Nairobi Central",,"All types of hp printer chargers available. Both purple and Grey pin.
22 volts
30 volts
32 volts...Nairobi, Nairobi Central"
Apple 3 Pin UK Plug Adapter for Macbook Charger,KSh 497,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/apple-3-pin-uk-plug-adapter-for-macbook-charger-8dxJ6qvKIPMN6lszlaAKITQ5.html?page=18&pos=23&cur_pos=23&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=22,"Verified IDENTERPRISEKSh 497Apple 3 Pin UK Plug Adapter for Macbook ChargerApple 3 Pin UK Plug Adapter For Macbook Charger.Apple 45W MagSafe 2 Power Adapter for MacBook Air....Brand NewNairobi, Nairob"
"Apple 3 Pin UK Plug Adapter For Macbook Charger.Apple 45W MagSafe 2 Power Adapter for MacBook Air....Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Apple 3 Pin UK Plug Adapter For Macbook Charger.Apple 45W MagSafe 2 Power Adapter for MacBook Air....Brand NewNairobi, Nairobi Central"
Apple 3 Pin UK Plug Adapter For Macbook Charger.Apple 45W MagSafe 2 Power Adapter for MacBook Air....,,,,Apple 3 Pin UK Plug Adapter For Macbook Charger.Apple 45W MagSafe 2 Power Adapter for MacBook Air....
Dell Latitude E7240 Keyboard HC8NX,"KSh 2,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/dell-latitude-e7240-keyboard-hc8nx-8hZNheGmVWGgR9ELiPmrzi46.html?page=18&pos=3&cur_pos=3&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=2,"KSh 2,000Dell Latitude E7240 Keyboard HC8NXDell latitude e7240 keyboard hc8nxBrand NewNairobi, Nairobi Central"
"Dell latitude e7240 keyboard hc8nxBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Dell latitude e7240 keyboard hc8nxBrand NewNairobi, Nairobi Central"
** Wifi Internet Provider Starlink Standard Kit,"KSh 39,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/wifi-internet-provider-starlink-standard-kit-zKrBESeKkyzJ94OMZcJth3rq.html?page=18&pos=6&cur_pos=6&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=5,"KSh 39,499** Wifi Internet Provider Starlink Standard KitHigh speed of up to 200mps 
Starlink have favourable packages available .Brand NewNairobi, Nairobi Central"
"KSh 39,499","KSh 39,499",,,"KSh 39,499"
High speed of up to 200mps,,"Nairobi, Nairobi Central",,"High speed of up to 200mps 
Starlink have favourable packages available .Brand NewNairobi, Nairobi Central"
Thermo Paste,KSh 300,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/thermo-paste-x4vvDL5lm1HC5y5szEUkOnuw.html?page=18&pos=9&cur_pos=9&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=8,"KSh 300Thermo PasteComputer heatsink available.Brand NewNairobi, Nairobi Central"
"Computer heatsink available.Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Computer heatsink available.Brand NewNairobi, Nairobi Central"
Computer heatsink available.,,,,Computer heatsink available.
HP 19A Laserjet Imaging Drum CF219A,"KSh 3,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/hp-19a-laserjet-imaging-drum-cf219a-oQOrKUU4niQbBFjCWegaoowF.html?page=18&pos=12&cur_pos=12&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=11,"Verified IDKSh 3,800HP 19A Laserjet Imaging Drum CF219ACartridge yield (approx.): 12,000 pages
hp 19a (cf219a) drum works with: hp laserjet pro m102, m130,...Nairobi, Nairobi Central"
"Cartridge yield (approx.): 12,000 pages",,"Nairobi, Nairobi Central",,"Cartridge yield (approx.): 12,000 pages
hp 19a (cf219a) drum works with: hp laserjet pro m102, m130,...Nairobi, Nairobi Central"
20 Meters HDMI Cable V1.4 M/M,"KSh 1,300","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/20-meters-hdmi-cable-v1-4-m-m-tuKCIvLPm6WufzHPX1G4xwaE.html?page=18&pos=15&cur_pos=15&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=14,"KSh 1,30020 Meters HDMI Cable V1.4 M/MIt is hdmi cable 20mtrs.good qialityBrand NewNairobi, Nairobi Central"
"It is hdmi cable 20mtrs.good qialityBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"It is hdmi cable 20mtrs.good qialityBrand NewNairobi, Nairobi Central"
It is hdmi cable 20mtrs.good qiality,,,,It is hdmi cable 20mtrs.good qiality
Yamaha MG16XU 16-Channel Mixer,"KSh 32,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/audio-and-music-equipment/yamaha-mg16xu-16-channel-mixer-v3XPrEqPi1XseLQNG8VPilTY.html?page=18&pos=18&cur_pos=18&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=17,"KSh 32,000Yamaha MG16XU 16-Channel MixerYamaha mg16xu 16-channel mixer
16-channel mixing console
max. 10 mic / 16 line inputs (8 mono + 4...Brand NewNairobi, Nairobi Central"
"KSh 32,000","KSh 32,000",,,"KSh 32,000"
Konica Minolta Bizhub C454e Photocopier,"KSh 155,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/printers-and-scanners/konica-minolta-bizhub-c454e-photocopier-f5rpM7e2lSIOFpNcWkZBT6Nm.html?page=18&pos=21&cur_pos=21&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=20,"KSh 155,000Konica Minolta Bizhub C454e PhotocopierKonica minolta bizhub c454e photocopierNewNairobi, Nairobi Central"
"KSh 155,000","KSh 155,000",,,"KSh 155,000"
"Konica minolta bizhub c454e photocopierNewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Konica minolta bizhub c454e photocopierNewNairobi, Nairobi Central"
Lenovo Laptop Keyboard,"KSh 1,799","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/lenovo-laptop-keyboard-cF2V5AXSQE9hUbfi38ccAn8Z.html?page=18&pos=24&cur_pos=24&ads_per_page=24&ads_count=263478&lid=sTmc9kECH-KzWX4Z&indexPosition=23,"Verified IDKSh 1,799Lenovo Laptop KeyboardAll laptop chargers,batteries,keyboards,screens,mouse,hdmi cables,casings available with warranty
we...Brand NewNairobi, Nairobi Central"
"HP OD06XL for Hp Elitebook Revolve 810 G1,G2 Laptop Battery","KSh 2,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/hp-od06xl-for-hp-elitebook-revolve-810-g1-g2-laptop-battery-eZMBOdSGBemKQAVUcifgzRra.html?page=19&pos=1&cur_pos=1&ads_per_page=24&ads_count=263478&lid=S-cNZhIeUD69Fwp3&indexPosition=0,"Sort by:SortVerified IDKSh 2,999HP OD06XL for Hp Elitebook Revolve 810 G1,G2 Laptop BatteryHp od06xl for hp elitebook revolve 810 g1,g2 laptop battery
all laptop battery, chargers, keyboards,...Brand "
Oraimo Necklace Lite Neckband,"KSh 1,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/headphones/oraimo-necklace-lite-neckband-ajuFgnWK5ALE2ilhRmQi12Y7.html?page=19&pos=4&cur_pos=4&ads_per_page=24&ads_count=263478&lid=S-cNZhIeUD69Fwp3&indexPosition=3,"KSh 1,800Oraimo Necklace Lite NeckbandUp to 30 hours of playtime on a single charge lets you listen to music, podcasts, or audiobooks...Bulk pricesBrand NewNairobi, Nairobi Central"
"Up to 30 hours of playtime on a single charge lets you listen to music, podcasts, or audiobooks...Bulk pricesBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Up to 30 hours of playtime on a single charge lets you listen to music, podcasts, or audiobooks...Bulk pricesBrand NewNairobi, Nairobi Central"
"Up to 30 hours of playtime on a single charge lets you listen to music, podcasts, or audiobooks...",,,,"Up to 30 hours of playtime on a single charge lets you listen to music, podcasts, or audiobooks..."
12 Inch Stage Monitors Nexo,"KSh 19,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/audio-and-music-equipment/12-inch-stage-monitors-nexo-8JDwlmh5qsHLC3htx3nO9Ae4.html?page=19&pos=7&cur_pos=7&ads_per_page=24&ads_count=263478&lid=S-cNZhIeUD69Fwp3&indexPosition=6,"Verified IDKSh 19,00012 Inch Stage Monitors NexoNew 12 inch Stage Monitors nexo now availableBrand NewNairobi, Nairobi Central"
"KSh 19,000","KSh 19,000",,,"KSh 19,000"
"New 12 inch Stage Monitors nexo now availableBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"New 12 inch Stage Monitors nexo now availableBrand NewNairobi, Nairobi Central"
New 12 inch Stage Monitors nexo now available,,,,New 12 inch Stage Monitors nexo now available
HDMI Male to HDMI Female Connector,KSh 200,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/hdmi-male-to-hdmi-female-connector-uaty5idqqZYloGf4vgWfOZNz.html?page=19&pos=10&cur_pos=10&ads_per_page=24&ads_count=263478&lid=S-cNZhIeUD69Fwp3&indexPosition=9,"KSh 200HDMI Male to HDMI Female ConnectorWe are on Munyu Rd, off luthuli avenue. Munyu business centre, 2nd flr shop c9Brand NewNairobi, Nairobi Central"
"We are on Munyu Rd, off luthuli avenue. Munyu business centre, 2nd flr shop c9Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"We are on Munyu Rd, off luthuli avenue. Munyu business centre, 2nd flr shop c9Brand NewNairobi, Nairobi Central"
"We are on Munyu Rd, off luthuli avenue. Munyu business centre, 2nd flr shop c9",,,,"We are on Munyu Rd, off luthuli avenue. Munyu business centre, 2nd flr shop c9"
USB Extension Cable 5M,KSh 350,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/usb-extension-cable-5m-31CYP0q5CmdRH0oTNjR5luzV.html?page=19&pos=13&cur_pos=13&ads_per_page=24&ads_count=263478&lid=S-cNZhIeUD69Fwp3&indexPosition=12,"KSh 350USB Extension Cable 5MWe are on accra rd, at the embassava stage. 1st flr shop 112 on cookie houseBrand NewNairobi, Nairobi Central"
